Slice	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
1.463285114037856e+01	5.535048667415360e-01	9.372779169208835e+00	-1.156638746016342e-08	7.049962226797469e-09	2.296732391844126e+00	7.644393222666624e+00	8.047150081474102e+00	-1.670247486764652e-03	-5.378573445277703e-04	8.676570055137548e-04	3.075027037452959e+02
1.538325376296207e+01	5.918507090824114e-01	9.762196141477357e+00	-1.241766529276805e-08	7.577094265417988e-09	2.476902993077517e+00	9.018135362112183e+00	9.453621249712022e+00	-1.786795873285426e-03	-5.753463139632035e-04	9.279076886476571e-04	3.288059494902269e+02
1.613365638554559e+01	6.301965514232869e-01	1.014988314079269e+01	-1.316534698694628e-08	8.040077042301874e-09	2.657073694927936e+00	1.055830416731176e+01	1.102651921551275e+01	-1.903373717420036e-03	-6.128942718867689e-04	9.882203730986270e-04	3.501091952351578e+02
1.688405900812910e+01	6.685423936029550e-01	1.053613784578947e+01	-1.314237260956643e-08	8.022683963549378e-09	2.837244315407877e+00	1.227573208312898e+01	1.277667634387453e+01	-2.019907713089712e-03	-6.504394380470546e-04	1.048533814697528e-03	3.714124408905291e+02
1.763446163071262e+01	7.068882359438304e-01	1.092119334806091e+01	-1.376962437977944e-08	8.411265387703446e-09	3.017414963127906e+00	1.418124393212870e+01	1.471491726450784e+01	-2.136448460780913e-03	-6.879260248261106e-04	1.108788036981742e-03	3.927156866354600e+02
1.838486425329613e+01	7.452340782847059e-01	1.130523476022365e+01	-1.433232596360523e-08	8.759858082050894e-09	3.197585681505950e+00	1.628565843659053e+01	1.685206094748535e+01	-2.253021245443036e-03	-7.254735669331474e-04	1.169095598368820e-03	4.140189323803909e+02
1.913526687587965e+01	7.835799205047667e-01	1.168841095990410e+01	-1.440227362616456e-08	8.800339260826976e-09	3.377756340664200e+00	1.859978996582584e+01	1.919892174247260e+01	-2.369564904422662e-03	-7.630221489120849e-04	1.229392644423909e-03	4.353221780582026e+02
1.988566949846316e+01	8.219257628456422e-01	1.207084304532588e+01	-1.488295564686059e-08	9.098253988267473e-09	3.557926863122506e+00	2.113444974854509e+01	2.176631048551090e+01	-2.486133535956980e-03	-8.005120681563254e-04	1.289654484133039e-03	4.566254238031335e+02
2.063607212104668e+01	8.602716051865177e-01	1.245263052008483e+01	-1.532078572076488e-08	9.369610147464454e-09	3.738097519365212e+00	2.390044612380306e+01	2.456503596296441e+01	-2.602703118943950e-03	-8.380626152147138e-04	1.349988433033128e-03	4.779286695480645e+02
2.138647474363020e+01	8.986174475148965e-01	1.283385590462385e+01	-1.568183151616836e-08	9.592902158403544e-09	3.918268193975007e+00	2.690858541735928e+01	2.760590447625694e+01	-2.719289471116363e-03	-8.756151211628408e-04	1.410281170281760e-03	4.992319152860528e+02
2.213687736621371e+01	9.369632898557719e-01	1.321458821091809e+01	-1.605113008764325e-08	9.821803653488975e-09	4.098438737939312e+00	3.016967249144991e+01	3.089972048121283e+01	-2.835895197384823e-03	-9.131301463164681e-04	1.470591609762339e-03	5.205351610309837e+02
2.288727998879723e+01	9.753091321966475e-01	1.359488559733854e+01	-1.639138952668222e-08	1.003270588998275e-08	4.278609426420815e+00	3.369451063186002e+01	3.445728779230509e+01	-2.952467954887358e-03	-9.506815719596808e-04	1.530906984185989e-03	5.418384067759146e+02
2.363768261138074e+01	1.013654974537523e+00	1.397479742200800e+01	-1.670590542223822e-08	1.022765156475004e-08	4.458780059288197e+00	3.749390222021804e+01	3.828940851733133e+01	-3.069044706827990e-03	-9.882344899172551e-04	1.591203057591305e-03	5.631416525208455e+02
2.438808523396426e+01	1.052000816878399e+00	1.435436584655760e+01	-1.699749286765270e-08	1.040838554685777e-08	4.638950611425970e+00	4.157864879889819e+01	4.240688403039221e+01	-3.185653012661771e-03	-1.025750309825742e-03	1.651515915448647e-03	5.844448982657764e+02
2.513848785654777e+01	1.090346659219274e+00	1.473362710157521e+01	-1.726857093141862e-08	1.057640724731013e-08	4.819121310954485e+00	4.595955100396634e+01	4.682051542453321e+01	-3.302228763550340e-03	-1.063302002823204e-03	1.711831359207759e-03	6.057481440107073e+02
2.588889047913129e+01	1.128692501560150e+00	1.511261249410276e+01	-1.752122995953907e-08	1.073301231539816e-08	4.999291918765500e+00	5.064740905102523e+01	5.154110255014307e+01	-3.418804312421326e-03	-1.100856625472208e-03	1.772139517895772e-03	6.270513897556382e+02
2.663929310171481e+01	1.167038343901025e+00	1.549134921651031e+01	-1.775728554788852e-08	1.087932611372386e-08	5.179462572741290e+00	5.565302264633296e+01	5.657944514453075e+01	-3.535435675751712e-03	-1.138380749206473e-03	1.832462948638072e-03	6.483546355005691e+02
2.738969572429832e+01	1.205384186241901e+00	1.586986100097891e+01	-1.797832227654010e-08	1.101633080388425e-08	5.359633290561655e+00	6.098719092642673e+01	6.194634255406815e+01	-3.652008454256678e-03	-1.175926039789936e-03	1.892789999028085e-03	6.696578812455000e+02
2.814009834688184e+01	1.243730028582776e+00	1.624816865291139e+01	-1.818572930195271e-08	1.114488742237919e-08	5.539804043441321e+00	6.666071275257920e+01	6.765259364304831e+01	-3.768596155278160e-03	-1.213474571295007e-03	1.953082238232459e-03	6.909611269904309e+02
2.889050096946535e+01	1.282075870923652e+00	1.662629048862005e+01	-1.838072956970543e-08	1.126575399411515e-08	5.719974629863714e+00	7.268438676554278e+01	7.370899671895792e+01	-3.885175330303522e-03	-1.251021179086689e-03	2.013391853526736e-03	7.122643727353618e+02
2.964090359204887e+01	1.320421713124133e+00	1.700424269540673e+01	-1.826249560770548e-08	1.119091883593043e-08	5.900145265130191e+00	7.906901117998221e+01	8.012635037052463e+01	-4.001714954060896e-03	-1.288569506512002e-03	2.073698279693741e-03	7.335676184022958e+02
3.039130621463238e+01	1.358767555465008e+00	1.738203963723888e+01	-1.844432322462696e-08	1.130366439062810e-08	6.080316047100951e+00	8.582538435073998e+01	8.691545262226218e+01	-4.118362801356027e-03	-1.326085558869251e-03	2.134018537151101e-03	7.548708641472267e+02
3.114170883721590e+01	1.394412601208942e+00	1.773377486799435e+01	-1.797283562639669e-08	1.101471143964964e-08	6.235784138603162e+00	9.246963178336306e+01	9.358725543385735e+01	-4.227271340838341e-03	-1.360704739017628e-03	2.190207143784481e-03	7.746736673383006e+02
3.189211145979941e+01	1.427187037571070e+00	1.805891200097405e+01	-1.756010110247237e-08	1.076176564788943e-08	6.367045946230469e+00	9.894674404652893e+01	1.000871753706037e+02	-4.325633609226931e-03	-1.392238185353427e-03	2.240859372369232e-03	7.928816875394829e+02
3.264251408238293e+01	1.454014156711141e+00	1.832798505554063e+01	-1.723611026263818e-08	1.056320694362045e-08	6.454651376147395e+00	1.045870224837037e+02	1.057415157526760e+02	-4.407547494649682e-03	-1.418275056610277e-03	2.283016929534714e-03	8.077856426173003e+02
3.339291670496645e+01	1.475269514423769e+00	1.854503726735283e+01	-1.698777596153675e-08	1.041101458649237e-08	6.509441426748587e+00	1.093672943296581e+02	1.105299151595774e+02	-4.469813551934767e-03	-1.438764341168833e-03	2.316507941842512e-03	8.195941746798715e+02
3.414331932754997e+01	1.490882525924585e+00	1.870838760043678e+01	-1.680987442036022e-08	1.030198702264766e-08	6.538830885797566e+00	1.131409716076580e+02	1.143072184889915e+02	-4.516237994485440e-03	-1.453679480294873e-03	2.340572984732587e-03	8.282680699581031e+02
3.489372195013348e+01	1.501946959054580e+00	1.882762053906968e+01	-1.668604061482538e-08	1.022609509839927e-08	6.553521398823313e+00	1.160260339244712e+02	1.171937273701215e+02	-4.547559539529587e-03	-1.464107041733044e-03	2.357562668929856e-03	8.344149772525445e+02
3.564412457271700e+01	1.509650271741933e+00	1.891343033972626e+01	-1.660089655930177e-08	1.017391426632156e-08	6.560612604161506e+00	1.181976093449989e+02	1.193657321394751e+02	-4.569649634546941e-03	-1.471371382963122e-03	2.369148541782306e-03	8.386945954121853e+02
3.639452719530051e+01	1.515266294609798e+00	1.897822042978865e+01	-1.653936874806610e-08	1.013620674579750e-08	6.564380166350713e+00	1.199099222228446e+02	1.210781698428102e+02	-4.585255727536680e-03	-1.476604431083936e-03	2.377614548414364e-03	8.418146081165545e+02
3.714492981788403e+01	1.519856525608409e+00	1.903308705119069e+01	-1.668061363767729e-08	1.047209718000392e-08	6.566900959593473e+00	1.214220449126674e+02	1.225903160705054e+02	-4.597611421269829e-03	-1.480879791158142e-03	2.384745694779972e-03	8.443647364491161e+02
3.789533244046754e+01	1.523991849500600e+00	1.908426940760829e+01	-1.663535109981749e-08	1.044368133673138e-08	6.568949083099890e+00	1.228908412806841e+02	1.240591201247046e+02	-4.608572398587731e-03	-1.484748567602791e-03	2.390950430178735e-03	8.466621386114446e+02
3.864573506305106e+01	1.528127173392791e+00	1.913720544441184e+01	-1.659033353497800e-08	1.041541928789030e-08	6.570997143263194e+00	1.244704500288349e+02	1.256387365223178e+02	-4.619528253224542e-03	-1.488614257387079e-03	2.397129190798914e-03	8.489595407737730e+02
3.939613768563457e+01	1.532262497284983e+00	1.919188096291853e+01	-1.654555896026467e-08	1.038730978825311e-08	6.573045294136090e+00	1.261646124085572e+02	1.273329065436181e+02	-4.630480344419733e-03	-1.492477473006273e-03	2.403348623170844e-03	8.512569429361015e+02
4.014654030821809e+01	1.536397821177174e+00	1.924828191731259e+01	-1.650102541380592e-08	1.035935160606679e-08	6.575093442229950e+00	1.279770418214254e+02	1.291453435843547e+02	-4.641411755397770e-03	-1.496328052835376e-03	2.409566395094793e-03	8.535543450984300e+02
4.089694293080161e+01	1.540533145069365e+00	1.930639441259356e+01	-1.645673095360956e-08	1.033154352278129e-08	6.577141642437904e+00	1.299114243375455e+02	1.310797337780157e+02	-4.652366021121739e-03	-1.500197919559418e-03	2.415773904355375e-03	8.558517472607584e+02
4.164734555338512e+01	1.544668468961556e+00	1.936620470255752e+01	-1.641267365995469e-08	1.030388433281536e-08	6.579189712801734e+00	1.319714189677512e+02	1.331397360711625e+02	-4.663329555648766e-03	-1.504066768025786e-03	2.421957798870698e-03	8.581491494230869e+02
4.239774817596864e+01	1.548803792853748e+00	1.942769918781065e+01	-1.636885163338649e-08	1.027637284357468e-08	6.581237775813305e+00	1.341606581960382e+02	1.353289829533239e+02	-4.674276274748052e-03	-1.507934491634691e-03	2.428131340299336e-03	8.604465515854154e+02
4.314815079855215e+01	1.552939116745939e+00	1.949086441381450e+01	-1.632526299447221e-08	1.024900787504499e-08	6.583285934621434e+00	1.364827482043370e+02	1.376510806179416e+02	-4.685227581221394e-03	-1.511799009756084e-03	2.434340525591843e-03	8.627439537477438e+02
4.389855342113567e+01	1.557074440638130e+00	1.955568706896243e+01	-1.628190588349287e-08	1.022178825992133e-08	6.585334060724746e+00	1.389412691587759e+02	1.401096091620007e+02	-4.696177472434561e-03	-1.515676472779920e-03	2.440549696105587e-03	8.650413559100723e+02
4.464895604371918e+01	1.561209764530322e+00	1.962215398268667e+01	-1.623877846075763e-08	1.019471284307553e-08	6.587382171850058e+00	1.415397756076489e+02	1.427081232530419e+02	-4.707127096460113e-03	-1.519546914680933e-03	2.446730827735868e-03	8.673387580724008e+02
4.539935866630270e+01	1.565345088422513e+00	1.969025212359532e+01	-1.619587890585942e-08	1.016778048178803e-08	6.589430296684741e+00	1.442817969111342e+02	1.454501522403952e+02	-4.718087168996264e-03	-1.523416349010283e-03	2.452936316070195e-03	8.696361602347292e+02
4.614976128888622e+01	1.569480412314704e+00	1.975996859763880e+01	-1.615320541774664e-08	1.014099004522255e-08	6.591478412828292e+00	1.471708374966618e+02	1.483392005032847e+02	-4.729036238325616e-03	-1.527285829849301e-03	2.459130271056656e-03	8.719335623970577e+02
4.690016391146973e+01	1.573615736206895e+00	1.983129064630523e+01	-1.611075621378829e-08	1.011434041448631e-08	6.593526620116525e+00	1.502103772253858e+02	1.513787479127078e+02	-4.739990058394501e-03	-1.531156438415409e-03	2.465338430692238e-03	8.742309645593862e+02
4.765056653405325e+01	1.577751060099087e+00	1.990420564484425e+01	-1.606852953065237e-08	1.008783048238274e-08	6.595574714805735e+00	1.534038715691827e+02	1.545722498733586e+02	-4.750953788518569e-03	-1.535031087041335e-03	2.471521769180438e-03	8.765283667217146e+02
4.840096915663676e+01	1.581886383991278e+00	1.997870110051857e+01	-1.602652362323885e-08	1.006145915337185e-08	6.597622797497891e+00	1.567547521169238e+02	1.579231380598880e+02	-4.761903680801455e-03	-1.538899229760099e-03	2.477695500719454e-03	8.788257688840431e+02
4.915137177922028e+01	1.586021707883469e+00	2.005476465088299e+01	-1.598473676468115e-08	1.003522534325246e-08	6.599670934783876e+00	1.602664268278472e+02	1.614348204498715e+02	-4.772863515001009e-03	-1.542770244674015e-03	2.483904889179876e-03	8.811231710463716e+02
4.990177440180379e+01	1.590157031775661e+00	2.013238406209021e+01	-1.594316724576360e-08	1.000912797916338e-08	6.601719033176121e+00	1.639422803144422e+02	1.651106815297916e+02	-4.783779581413830e-03	-1.546607529837419e-03	2.490117161876158e-03	8.834205732087000e+02
5.065217702438731e+01	1.594292355667852e+00	2.021154722722302e+01	-1.590181337523901e-08	9.983165999364602e-09	6.603767239523854e+00	1.677856741236158e+02	1.689540830196626e+02	-4.794733191655025e-03	-1.550478276267497e-03	2.496325010353417e-03	8.857179753710285e+02
5.140257964697082e+01	1.598427679560043e+00	2.029224216465240e+01	-1.586067347921906e-08	9.957338353064642e-09	6.605815334787001e+00	1.717999470438334e+02	1.729683635556354e+02	-4.805696564567264e-03	-1.554353283383855e-03	2.502508597985474e-03	8.880153775333570e+02
5.215298226955434e+01	1.602563003452234e+00	2.037445701642102e+01	-1.581974590209370e-08	9.931644000368780e-09	6.607863417859556e+00	1.759884154574605e+02	1.771568396082282e+02	-4.816646221079661e-03	-1.558221719482326e-03	2.508682603513920e-03	8.903127796956854e+02
5.290338489213786e+01	1.606698327344426e+00	2.045818004665168e+01	-1.577902900365425e-08	9.906081911996785e-09	6.609911554673035e+00	1.803543736097280e+02	1.815228054401461e+02	-4.827605924456796e-03	-1.562092760524882e-03	2.514891842429561e-03	8.926101818580139e+02
5.365378751472137e+01	1.610833651236617e+00	2.054339963998034e+01	-1.573852116165648e-08	9.880651069343215e-09	6.611959652376214e+00	1.849010938674628e+02	1.860695332905224e+02	-4.838521495326390e-03	-1.565929848789976e-03	2.521103999673391e-03	8.949075840203424e+02
5.440419013730489e+01	1.614968975128808e+00	2.063010430001314e+01	-1.569822077036919e-08	9.855350464206564e-09	6.614007855579066e+00	1.896318269741200e+02	1.908002740761752e+02	-4.849475584656387e-03	-1.569800028795802e-03	2.527312593321796e-03	8.972049861826708e+02
5.515459275988840e+01	1.619104299021000e+00	2.071828264780712e+01	-1.565812623984295e-08	9.830179098680999e-09	6.616055951435635e+00	1.945498023406186e+02	1.957182570573228e+02	-4.860438607450631e-03	-1.573675389673315e-03	2.533496432577643e-03	8.995023883449993e+02
5.590499538247192e+01	1.623239622913191e+00	2.080792342037413e+01	-1.561823599693461e-08	9.805135985045815e-09	6.618104034905850e+00	1.996582283676911e+02	2.008266907235348e+02	-4.871388036040375e-03	-1.577544114361879e-03	2.539670715724328e-03	9.017997905073278e+02
5.665539800505543e+01	1.627374946805382e+00	2.089901546920759e+01	-1.557854848419654e-08	9.780220145546255e-09	6.620152179785601e+00	2.049602927092215e+02	2.061287627361778e+02	-4.882346705722312e-03	-1.581416586461350e-03	2.545882318067610e-03	9.040971926696562e+02
5.740580062763895e+01	1.631510270697573e+00	2.099154775883161e+01	-1.553906216062858e-08	9.755430612443980e-09	6.622200316253253e+00	2.104591624795422e+02	2.116276401252923e+02	-4.893273840833678e-03	-1.585265647183486e-03	2.552100186957409e-03	9.063945948319847e+02
5.815620325022247e+01	1.635645594474843e+00	2.108550936276754e+01	-1.543719788382643e-08	9.703481250189674e-09	6.624248491882605e+00	2.161579843559801e+02	2.173264696508082e+02	-4.904220673643793e-03	-1.589132567233150e-03	2.558314036310520e-03	9.086919969304679e+02
5.890660587280598e+01	1.639780918367035e+00	2.118088947255841e+01	-1.539826718804091e-08	9.679010275230662e-09	6.626296597498178e+00	2.220598854397188e+02	2.232283784434910e+02	-4.915183114020242e-03	-1.593002249011321e-03	2.564510961263691e-03	9.109893990927964e+02
5.965700849538950e+01	1.643916242259226e+00	2.127767738071561e+01	-1.535953235488559e-08	9.654662415373775e-09	6.628344704967650e+00	2.281679727613800e+02	2.293364734400764e+02	-4.926131824093563e-03	-1.596871060466629e-03	2.570703103610864e-03	9.132868012551248e+02
6.040741111797301e+01	1.648051566151417e+00	2.137586248981182e+01	-1.532099190995905e-08	9.630436743793600e-09	6.630392913331193e+00	2.344853339582647e+02	2.356538423160285e+02	-4.937085565356297e-03	-1.600741479174283e-03	2.576913037530954e-03	9.155842034174533e+02
6.115781374055653e+01	1.652186890043609e+00	2.147543430851862e+01	-1.528264439370039e-08	9.606332343008862e-09	6.632440987111174e+00	2.410150372677813e+02	2.421835533009955e+02	-4.948048675033235e-03	-1.604611166551492e-03	2.583098978653690e-03	9.178816055797818e+02
6.190821636314004e+01	1.656322213935800e+00	2.157638245028201e+01	-1.524448836122543e-08	9.582348304638948e-09	6.634489050537063e+00	2.477601320970681e+02	2.489286557841710e+02	-4.959002315677662e-03	-1.608477640839841e-03	2.589278714662979e-03	9.201790077421102e+02
6.265861898572356e+01	1.660457537827991e+00	2.167869663201765e+01	-1.520652238210731e-08	9.558483729473200e-09	6.636537218301552e+00	2.547236490409256e+02	2.558921804006818e+02	-4.969954238423819e-03	-1.612344990886748e-03	2.595482936103893e-03	9.224764099044387e+02
6.340902160830707e+01	1.664592861720182e+00	2.178236667282572e+01	-1.516874503991059e-08	9.534737727124923e-09	6.638585345745780e+00	2.619086000882969e+02	2.630771390418024e+02	-4.980903699242804e-03	-1.616223707827905e-03	2.601690531057012e-03	9.247738120667672e+02
6.415942423089059e+01	1.668728185612374e+00	2.188738249272470e+01	-1.513115493185975e-08	9.511109416076199e-09	6.640633478398609e+00	2.693179788921159e+02	2.704865254942237e+02	-4.991852896085587e-03	-1.620093061476368e-03	2.607883881559817e-03	9.270712142290956e+02
6.490982685347410e+01	1.672863509504565e+00	2.199373411140407e+01	-1.509375066947780e-08	9.487597923552245e-09	6.642681588717261e+00	2.769547611041442e+02	2.781233152947116e+02	-5.002812958738174e-03	-1.623973553955223e-03	2.614073772941358e-03	9.293686163914241e+02
6.566022947605762e+01	1.676998833396756e+00	2.210141164699541e+01	-1.505653087808755e-08	9.464202385389831e-09	6.644729772428721e+00	2.848219044411750e+02	2.859904663062987e+02	-5.013765722020576e-03	-1.627842220742884e-03	2.620279820284388e-03	9.316660185537526e+02
6.641063209864114e+01	1.681134157288948e+00	2.221040531486159e+01	-1.501949419624836e-08	9.440921945838614e-09	6.646777869969145e+00	2.929223489786525e+02	2.940909184855819e+02	-5.024714665839551e-03	-1.631712054836823e-03	2.626456477390402e-03	9.339634207160810e+02
6.716103472122465e+01	1.685269481181139e+00	2.232070542640392e+01	-1.498263927703927e-08	9.417755757714496e-09	6.648823583087116e+00	3.012590162668081e+02	3.024275933162011e+02	-5.034223265029553e-03	-1.635293623708399e-03	2.632071003721685e-03	9.362608228784095e+02
6.791143734380817e+01	1.695229643300964e+00	2.258856947824687e+01	-1.489461018963308e-08	1.727217183343980e-03	6.664442601078124e+00	3.218465776703146e+02	3.230194079822421e+02	-5.053440592507123e-03	1.310634588725943e-01	2.643478980700846e-03	9.397469675361735e+02
6.866183996639168e+01	1.719474889547690e+00	2.323822001700575e+01	-1.468459060438198e-08	1.055783213230385e-02	6.781922854626872e+00	3.726306160786129e+02	3.738401552912501e+02	-5.105355675532878e-03	8.207572697531111e-01	2.676217556989713e-03	9.461484354851416e+02
6.941224258897520e+01	1.759120817246364e+00	2.427886028599584e+01	-1.435363883402527e-08	3.085903234043512e-02	7.169267841239987e+00	4.553884043021350e+02	4.567224329661670e+02	-5.198024609738552e-03	2.432540005695011e+00	2.730716684898612e-03	9.556928996487937e+02
7.016264521155871e+01	1.812414543171383e+00	2.562806478638943e+01	-1.393157212541099e-08	6.474737987176370e-02	8.042377748202776e+00	5.645892487597150e+02	5.662096121914451e+02	-5.324679320629870e-03	5.167797952433040e+00	2.804900454277070e-03	9.680226287565980e+02
